,target,text,stance,stance_confidence,sarcasm,sarcasm_confidence,sentiment,sentiment
115,Women empowerment,  ردود العقلاء تتطابق في توجهاتها. تمكين المرأة في مجالات لاتتناسب مع طبيعتها وتهميش الرجل المسؤول عن القوامة وفتح البيوت لا يقبله عقل أو منطق. كيف سيتم بناء الاُسر اذا زوج المستقبل والزوج الحالي عاطل عن العمل بسبب تمكين المرأة في مجالات,Against,1.0,No,1.0,Negative,1.0
116,Women empowerment,MENTION الأسباب المذكورة كانت موجودة منذ قرون ولم تكن حالات الطلاق بهذا الكم الهائل. ننظر للمستجدات والتغيرات التي طرأت على المجتمع ونربطها بأسباب ارتفاع حالات الطلاق واهم نقطة هي منح المرأة الحرية المطلقة مما منحها الأستقلالية التامة وهذا ادى الى كوارث اجتماعية سببها قرارات تمكين المرأة,Against,1.0,No,1.0,Negative,0.7738
117,Women empowerment,عصر تمكين المرأه لا يكتمل الا بتشجيعك لنادي الشباب اختي الفاضله ,Favor,0.723,Yes,1.0,Positive,0.5273
118,Covid Vaccine,MENTION هههه لسا ما اقتنعت انه في كورونا عشان اخذ تطعيم 😂,Against,0.7664,Yes,1.0,Neutral,0.6332
119,Digital Transformation, نتايج تطبيق هذا التحول بتكون في سرعة التجاوب و  معرفة حالات الاستحقاق بين فترة والثانية  وتوقيع العقود الإلكتروني وهذا من المبادرات المميزة لدى الاسكان URL,Favor,1.0,No,1.0,Neutral,0.6969
120,Digital Transformation, وزارة الاتصالات تأخرت في التحول الالكتروني  العالم الان يعمل على الخدمات الذكية  والرقمية ...,Favor,0.7334,No,1.0,Negative,0.7041
122,Women empowerment,#تمكين_المرأة بمفهوم الفارغون والفارغات  والسطحيون  والسطحيات والتافهون والتافهات والسياسيون والسياسيات هو اهلاك للمجتمع,Against,1.0,No,1.0,Negative,1.0
123,Women empowerment,لُقمة القاضية موزارت  هذه  انجازات تمكين المرأة,Against,0.4034,No,0.7318,Positive,0.4066
124,Covid Vaccine,متوفر في عدد من المراكز الصحية ويمكن أخذه مباشرة دون الحاجة لموعد.. الدكتور مناف القحطاني يؤكد استيفاء تطعيم (فالنيفا) الفرنسي المضاد لفيروس كورونا معايير السلامة والجودة والفاعلية URL,Favor,1.0,No,1.0,Neutral,0.5961
125,Women empowerment,  نقطة مهمة أشارت إليها إن بغض النظر أن يكون الشخص رجل أو أمرأة لكن من المهم أن يكون ذلك الشخص مناسب لتقلد المنصب. للأسف الشديد ما يحدث هذه الأيام بحجة تمكين المرأة، نرى نساء يتقلدن مناصب غير أكفاء لها.,Against,0.5374,No,1.0,Negative,0.8063
127,Digital Transformation, في ليبيا في خوف كبير من التحول الالكتروني حتى مع جائحة كورونا في ممانعه كبيرة في التحول للتعليم الالكتروني يمكن الاجيال السابقه فاتها القطار ولهذا متبيش تنحط ع الرف,Against,0.4279,No,0.8053,Negative,0.5244
128,Women empowerment,النساء مصانع الرجال النساء شقائق الرجال  النساء النساء باختصار يكفي أن قدوتي إمرأة  سعيدجدا بأن بلادي المملكة العربية السعودية بدأت تسير على خطى ثابتة وموزونة في سبيل تمكين المرأة وإبراز دورها الذي لو فعل تماما لأصبحت المملكة في مصاف الدول المتقدمة ولتبوأت المركز الأول في كل شيء! ,Favor,1.0,No,1.0,Positive,1.0
129,Digital Transformation,  المصيبه انه مع التحول الالكترونى فى العالم وان المعاملات من خلال النت أصبحت المخاطر كثيرة والهاكرز كثير وممكن فى حال أى حادث ارهابى وقطع كابلات الانترنت اللى فى البحر يحدث شلل تام للبنوك والخدمات الحكومية التكنولوجيا سلاح ذو حدين,Against,1.0,No,1.0,Negative,0.8009
130,Covid Vaccine,MENTION MENTION التطعيم ماله اي معنى طالما انه مايرد كورونا بعدين شهالتطعيم اللي ضد كورونا ومتحور الهند والفطر الاسود والابيض والاخضر والاحمر؟ لايوجد ولن يوجد تطعيم ضد كل هالاوبئة ..معناتها يبونا نطعم علشان يبيعون جرعات اكثر على وزارة الصحة يعني القصد هو الربح التجاري مو اكثر,Against,1.0,No,1.0,Negative,0.6612
131,Digital Transformation,وهل استوعبت أن فزعة المعلم وفزّته بتدريب وتطوير ذاته مهنيًا ليست كافية إن لم يتم تهيئة المدارس وتدريب الفئة المستهدفة فيها تدريبًا فعليًا لا ورقيًا ولا صوريًا لهذه المرحلة والنقلة وهذا التحول الإلكتروني؟,Against,0.4324,No,1.0,Negative,0.7635
133,Women empowerment, مستحيل ان تكون حريات دون تمكين المرأه ومستحين ان يكون سلام دون تمكين المرأه لطالما كانت الحروب ذكرا لاكن الدبلوماسيه انثى,Favor,0.8902,No,0.8388,Neutral,0.6721
135,Women empowerment,وتتوالى الأخبار المفرحة #تمكين_المرأة ,Favor,1.0,No,1.0,Positive,1.0
136,Digital Transformation, مشروع التوقيع الإلكتروني كان حلم استطعت تحقيقه بويوسف.. ونتمنى التحول الكامل للدولة في المعاملات الالكترونية  URL,Favor,1.0,No,1.0,Positive,1.0
137,Covid Vaccine,الحمدلله على نعمة الكويت ..♥️  #تطعيم_كورونا,Favor,1.0,No,1.0,Positive,1.0
138,Digital Transformation,خلف كل #إنجاز_رقمي حكاية لشباب #السعودية_العظمى   تضافرت جهودهم لصنع الاستثناءات العاجلة في #الوطن_اكثر_من_ذلك  وها نحن اليوم نحصد حكاية #التحول_الرقمي لنباهي بها العالم URL,Favor,1.0,No,1.0,Positive,1.0
140,Digital Transformation, هيئة مختصة في أمن المواقع الألكترونية الحكومية بذات و تكون مدربه على منع اي هكرز او فايروسات تدخل في المواقع وتطور الامن الالكتروني والخ . ومجالها في الجامعات الان له مستقبل كبير لان التحول الحكومي الرقمي يحتاجهم,Favor,1.0,No,1.0,Neutral,0.6703
141,Women empowerment,اختصار الكلام: . بلا شك ان النساء قويات وذكيات ومبدعات😊 ولكنهم بحاجه الى تمكين وتشجيع والحصول على حقوقهم واحتياجاتهم البشريه كامله اولاً👍🏻 اي حضارة نلاقي الرجل فيها يخترع وينجز اكثر من المرأه، عادة بتكون حضارة فيه تمييز جنسي وظلم لحقوق المرأه😊 ,Favor,1.0,No,0.858,Positive,0.6371
143,Digital Transformation,#صباح_الخير  🔴 نحو التحول الرقمي الشامل    أحد أهم مرتكزات رؤية #عمان_2040  بدأ من العام القادم 2022 تطبيق إلزامية الدفع الإلكتروني لجميع الأنشطة التجارية في #السلطنة 🇴🇲 URL,Favor,0.7339,No,1.0,Positive,1.0
144,Women empowerment,مستبشرة خير..🙏  #تمكين_المرأة  #سنه_جديده_2021,Favor,1.0,No,1.0,Positive,0.8396
145,Women empowerment,  قرار غير موفق   من رجل له مكانته فالكويت واهل الكويت   نطالب بعدم تمكين المرأه وادخالها مع الرجال خاصةً وان اهلنا يرفضون الشي هذا ..,Against,1.0,No,1.0,Negative,1.0
146,Digital Transformation,الصحية مما يساهم في التحول الإلكتروني في العديد من الخدمات الصحية المقدمة على مستوى المنشأه والمرافق الصحية التابعة له في #محافظة_الخرج . #الخرج #الدلم #نعجان #لايف_السيح,Favor,0.6064,No,1.0,Neutral,0.6669
147,Women empowerment, هذا تمكين المرأة في كافة المجالات الله يسلمك URL,Favor,0.7672,No,1.0,Neutral,0.5318
148,Digital Transformation,"التحول الرقمى والتكنولوجيا الحديثة تنقذ ""الكهرباء"" من 3 أزمات كبيرة.. آليات الشحن والدفع الإلكترونى تحل مشكلة ""مسبوق الدفع"".. و""القراءة الموحد"" يقضى على أخطاء الفواتير ويكشف أخطاء شركات التوزيع URL",Favor,1.0,No,1.0,Positive,0.702
149,Digital Transformation,تعاون بين العربية للتصنيع وأورنچ فى التحول الرقمى والتعليم الإلكترونيURL,Favor,1.0,No,1.0,Neutral,0.8259
150,Digital Transformation,نظرة إيجابية | عمل قطاعات مملكتنا الغالية على توظيف التقنية الحديثة في تقديم الخدمة للمستفيد -خلال هذه الفترة- بشكل واسع. سيساهم كثيراً في تقبّل #تقنيات_المستقبل ودعم وتسريع #التحول_الرقمي والذي يُعد أحد الركائز الأساسية لتحقيق #رؤية_المملكة_2030 #حول_عالتقنية #وطن_طموح_وطن_رقمي URL,Favor,1.0,No,1.0,Positive,1.0
151,Women empowerment,  تمكين المرأة السعودية العظيمة في بلادنا المباركة تخطى وسبق دول اخرى في هذا المجال بفضل الله تعالى ثم بفضل قيادتنا الرشيدة حفظ الله سيدي خادم الحرمين الشريفين وسمو ولي عهده الأمين.,Favor,1.0,No,1.0,Positive,1.0
152,Digital Transformation, التحول الالكتروني ينهي جزء من الفساد,Favor,0.7471,No,1.0,Positive,1.0
